http://rss.asahi.com/rss/asahi/newsheadlines.rdf,[あ] 朝日新聞(全ジャンル)
http://www.agara.co.jp/index.rdf,[き] 紀伊民報
http://www.kahoku.co.jp/rss/index_thk.xml,[こ] 河北新報(東北のニュース),×
http://www.saga-s.co.jp/rss/saga,[さ] 佐賀新聞
http://rss.wor.jp/rss1/sankei/flash.rdf,[さ] 産経新聞
http://rss.shikoku-np.co.jp/rss/flash.aspx,[し] 四国新聞
http://www.jiji.com/rss/ranking.rdf,[し] 時事通信(アクセスランキング)
http://www.at-s.com/rss/shizushin.xml,[し] 静岡新聞
http://rss.rssad.jp/rss/shinmai/index_ad.xml,[し] 信濃毎日新聞,×
http://www.daily-tohoku.co.jp/rss/d_rss.rdf,[て] デーリー東北新聞社,×
http://zou3.xrea.jp/rss/tokyo2rss.php,[と] 東京新聞
http://www.nagano-np.co.jp/modules/whatsnew/rss.php,[な] 長野日報
http://www.nikkan.co.jp/rss/nksrdf.rdf,[に] 日刊工業新聞
http://www.zou3.net/php/rss/nikkei2rss.php?head=main,[に] 日経新聞
http://www.hokkaido-np.co.jp/rss/index.rdf,[ほ] 北海道新聞,×
http://mainichi.jp/rss/etc/flash.rss,[ま] 毎日新聞(全ジャンル)
http://feed.rssad.jp/rss/yamagata/news,[や] 山形新聞(県内ニュース)
http://rss.ryukyushimpo.jp/rss/ryukyushimpo/index.rdf,[り] 琉球新報
http://rss.allabout.co.jp/aa/latest/,[A] AllAboutJapan(全領域の最新記事)
http://www.aviationwire.jp/feed,[A] AviationWire
http://courrier.jp/blog/?feed=rss2,[C] CourrierJapon
http://www.huffingtonpost.jp/feeds/verticals/japan/index.xml,[H] HuffingtonPost(FEED)
http://www.huffingtonpost.jp/feeds/verticals/japan/blog.xml,[H] HuffingtonPost(ブログ)
http://www.huffingtonpost.jp/feeds/verticals/japan/news.xml,[H] HuffingtonPost(ニュース)
http://natgeo.nikkeibp.co.jp/nng/rss/index.rdf,[N] NationalGeographic(JP)
http://news.nifty.com/rss/all_article.xml,[N] NiftyNews
http://feeds.reuters.com/reuters/JPTopNews?format=xml,[R] Reuters(ロイター通信)
http://synodos.jp/feed,[S] Synodos
http://jp.wsj.com/xml/rss/3_9743.xml,[W] WallStreetJournal(国際)
http://wired.jp/rssfeeder/,[W] WIRED